time,bias,s_bias,mse,s_mse,eva,s_eva,va,s_va,rho_tau,r2,s_r2,rho2_trait
1.000000000000000000e+03,6.657193639999993591e-04,1.200833533590936952e-03,1.201276667829200397e-03,3.222240110164930043e-03,4.619353407799998285e-04,1.733550547804085719e-04,9.938314695999992190e-04,3.294420430913716654e-04,4.631888773933178216e-01,4.608358652959679835e-01,2.228247972392400147e-02,4.730799591249981728e-01
1.100000000000000000e+03,6.635120160000001523e-04,1.265515435834843735e-03,1.265955633409602795e-03,3.417773799337439373e-03,4.457925533400003155e-04,1.696943138530197911e-04,9.988471716199994344e-04,3.318633081340159737e-04,4.468673157277902597e-01,4.417867682721012823e-01,2.279012395330135693e-02,4.536609438952556861e-01
1.200000000000000000e+03,6.746029040000008905e-04,1.350911687866383206e-03,1.351366722908001151e-03,3.668460243438024636e-03,4.201908220000004292e-04,1.617879687467851165e-04,9.962299217599987922e-04,3.314428667632179372e-04,4.216974957578998318e-01,4.176150936257396751e-01,2.286703827292531008e-02,4.298068096898718937e-01
1.300000000000000000e+03,6.733102040000009088e-04,1.434152591439689494e-03,1.434605880704396385e-03,3.932882915672361243e-03,4.011847047800003239e-04,1.557663785772561314e-04,9.973155299200005958e-04,3.321065521932553490e-04,4.029224812142164769e-01,3.993968276738968926e-01,2.270148265399432250e-02,4.105206507953714778e-01
1.400000000000000000e+03,6.693362119999996711e-04,1.521216834237979626e-03,1.521664784354000849e-03,4.229491793368437939e-03,3.832926905000006313e-04,1.495682644122346358e-04,1.001013987660003077e-03,3.327442723230089757e-04,3.821195238074729938e-01,3.805944865755293560e-01,2.188485835171490035e-02,3.909151012617911869e-01
1.500000000000000000e+03,6.677530440000007880e-04,1.587077588330932688e-03,1.587523418975600713e-03,4.453184285109263243e-03,3.633181875999992897e-04,1.422335315032292240e-04,9.927478282599994184e-04,3.292293713011843533e-04,3.647139689801310314e-01,3.642678151771807649e-01,2.222194751077978883e-02,3.744180372048323546e-01
1.600000000000000000e+03,6.822636599999996497e-04,1.686373967047207411e-03,1.686839383294005566e-03,4.790850094248214411e-03,3.528198303599993312e-04,1.391028727470499467e-04,1.006034530180001082e-03,3.355697719986794727e-04,3.525129852318229506e-01,3.494268159482795122e-01,2.170300860802934842e-02,3.586281097497705517e-01
1.700000000000000000e+03,6.807313519999998522e-04,1.757259022419161961e-03,1.757722347302396885e-03,5.006017159963287166e-03,3.301141547399989219e-04,1.306063498442429469e-04,9.997624040599991779e-04,3.329259222546135811e-04,3.310167211371238816e-01,3.285469241955514819e-01,2.158354252693868436e-02,3.371924194196860847e-01
1.800000000000000000e+03,6.555619319999997797e-04,1.833417234832004049e-03,1.833846922942002208e-03,5.286377480222392324e-03,3.124381716000004371e-04,1.234852365525945708e-04,9.939493591799998095e-04,3.300339653034968339e-04,3.128062310970565751e-01,3.151119973347664138e-01,2.074507156923268911e-02,3.220234860160521850e-01
1.900000000000000000e+03,6.648556240000004372e-04,1.914209888713231961e-03,1.914651845145600925e-03,5.541351286352977704e-03,2.988181640999999300e-04,1.182352784011470205e-04,1.001017740039998778e-03,3.328785304312093657e-04,2.979370721073834050e-01,2.997418564901048743e-01,2.119920480999267637e-02,3.056370025806703916e-01
2.000000000000000000e+03,6.558715520000002160e-04,1.992600607512104178e-03,1.993030695300802846e-03,5.832658898851812539e-03,2.837532425000002562e-04,1.125232599462005849e-04,9.906503224200019758e-04,3.285642388048801610e-04,2.851224570493235411e-01,2.882390864731591562e-01,1.991466288090202111e-02,2.931020143567147906e-01
