time,bias,s_bias,mse,s_mse,eva,s_eva,va,s_va,rho_tau,r2,s_r2,rho2_trait
1.000000000000000000e+03,5.896485560000004920e-05,6.331025486768528370e-04,6.331060002069469062e-04,1.325959009741565879e-03,5.978525769999992745e-04,2.353856100506512275e-04,9.996715664200002491e-04,3.320725907453553447e-04,5.942339547940711508e-01,5.893486587365704965e-01,1.951642580226891494e-02,6.096098700577098350e-01
1.100000000000000000e+03,5.784835679999998556e-05,6.930691672018995031e-04,6.930724859115172751e-04,1.470281609281378537e-03,5.724041610599998539e-04,2.264430535020390623e-04,1.000790361240000903e-03,3.327888501533631123e-04,5.699815983694439536e-01,5.633213274626716061e-01,2.100993642742319742e-02,5.827796194265394414e-01
1.200000000000000000e+03,5.426077399999997577e-05,7.526175383423830629e-04,7.526204524692766329e-04,1.673199585723806476e-03,5.411981906399997762e-04,2.146057514160907090e-04,9.916689794599983700e-04,3.302256093488150214e-04,5.473497086156270397e-01,5.378385994493551925e-01,2.079710283899613432e-02,5.558051186618420125e-01
1.300000000000000000e+03,4.914520159999999057e-05,8.432188967681394183e-04,8.432212782902238826e-04,1.923959700286464493e-03,5.155296098200001917e-04,2.044174585818424805e-04,9.980082279800004275e-04,3.316358229492160346e-04,5.165456074980826484e-01,5.105646746779600731e-01,2.103254238012116847e-02,5.273417622208472766e-01
1.400000000000000000e+03,5.323943519999991479e-05,9.130091048376232825e-04,9.130119027547196420e-04,2.133259330099444070e-03,4.879730248399998470e-04,1.933208868963932935e-04,9.973954658399999170e-04,3.314707145277578666e-04,4.898723804743068677e-01,4.837228483383291811e-01,2.255604391090676106e-02,4.999421257956055964e-01
1.500000000000000000e+03,5.164572080000008142e-05,1.017567014581757280e-03,1.017569641159553687e-03,2.464591326682807459e-03,4.624514530600011444e-04,1.837103848215597781e-04,9.990323000400023502e-04,3.323602861829862403e-04,4.619343984036007877e-01,4.571790529880970233e-01,2.241044504786431774e-02,4.715058040380193383e-01
1.600000000000000000e+03,5.012231039999995931e-05,1.069297558712484133e-03,1.069300028186581566e-03,2.609891256569543856e-03,4.408965243000017718e-04,1.751114360970676485e-04,9.958645722200000668e-04,3.305268658816378066e-04,4.379335683828944892e-01,4.365757925776990178e-01,2.309110006173905119e-02,4.501055535133283159e-01
1.700000000000000000e+03,6.220789439999995375e-05,1.162887820425013118e-03,1.162891643731626045e-03,2.901488453196965443e-03,4.226020506800014318e-04,1.683083877730981795e-04,9.982074812200014344e-04,3.323273307994840963e-04,4.255201325821452718e-01,4.192449148449140517e-01,2.275476332284074796e-02,4.318765279994586925e-01
1.800000000000000000e+03,5.705362520000015279e-05,1.251770042172520390e-03,1.251773247217867133e-03,3.198476023832503689e-03,4.024215781200010645e-04,1.601194658402067849e-04,1.002407857960000001e-03,3.334182208621985235e-04,4.017300005101558935e-01,3.957309040639985231e-01,2.278858292318605358e-02,4.078312549414619403e-01
1.900000000000000000e+03,5.355021520000010022e-05,1.290734704973410139e-03,1.290737520969570135e-03,3.340532648400990241e-03,3.815848362399996345e-04,1.521854507528520026e-04,9.940909432600026491e-04,3.303827583090955251e-04,3.841625811138551505e-01,3.813934851986320873e-01,2.239748677268653052e-02,3.932875957931934452e-01
2.000000000000000000e+03,5.541253239999991098e-05,1.399367839912400366e-03,1.399370854486433691e-03,3.685919585812509353e-03,3.673334000399997848e-04,1.462868848821502487e-04,1.004649556379999184e-03,3.345486434963989035e-04,3.668169333998476667e-01,3.628940050557084018e-01,2.233171640181490919e-02,3.727808959263446131e-01
