time,bias,s_bias,mse,s_mse,eva,s_eva,va,s_va,rho_tau,r2,s_r2,rho2_trait
1.100000000000000000e+03,8.930799999999488609e-08,8.155800034644241627e-04,8.155799708492000562e-04,1.782303830678766713e-03,5.177182526000002893e-04,2.052587855704806469e-04,9.973193864800018477e-04,3.316963659192648088e-04,5.198636377002885389e-01,2.576827451778646028e-01,1.124443509376923250e-02,2.648354011523290086e-01
1.200000000000000000e+03,5.623700000000004280e-06,8.990791059823618862e-04,8.990791016451994211e-04,2.055623004855316582e-03,4.946117987999991807e-04,1.965162676285540162e-04,1.000618569899999364e-03,3.326040666787232684e-04,4.957664874967845359e-01,2.461494499289354210e-01,1.070967917325027149e-02,2.523488584798074252e-01
1.300000000000000000e+03,-4.928999999999942559e-07,9.627693631490244529e-04,9.627693248812004305e-04,2.234676477017317683e-03,4.698354290799998194e-04,1.871992160708538168e-04,9.999437878800013571e-04,3.324145352573974386e-04,4.718835408264981934e-01,2.342597176922952273e-01,1.070833170705147962e-02,2.402852222698169948e-01
1.400000000000000000e+03,-1.793719999999995339e-06,1.053899681412952174e-03,1.053899642474396452e-03,2.529308858530053116e-03,4.495297586800002781e-04,1.790948158938197670e-04,1.004289704260000367e-03,3.347912207474532760e-04,4.467525568393918012e-01,2.237461836949906357e-01,1.033137532494873660e-02,2.285513159367185687e-01
1.500000000000000000e+03,4.528931999999995757e-06,1.107093594489719354e-03,1.107093570717200678e-03,2.697539403244618786e-03,4.258997059999984625e-04,1.694558213805402941e-04,9.948907172599990179e-04,3.305298953332976063e-04,4.333773822919559926e-01,2.143503632150881577e-01,1.009247311826819843e-02,2.189829274864170394e-01
1.600000000000000000e+03,1.117156000000008181e-06,1.196702607732466356e-03,1.196702561112399608e-03,2.983193959137602543e-03,4.039325631200001957e-04,1.607744304168725290e-04,9.935236943600020670e-04,3.299522435265829609e-04,4.057226335715872212e-01,2.048111520240080974e-01,1.002155697743954341e-02,2.088251214937972833e-01
1.700000000000000000e+03,-2.710716000000001441e-06,1.286970014640813212e-03,1.286969970509993771e-03,3.279599423446983002e-03,3.820857288799997574e-04,1.524229459955168508e-04,9.939187738399999934e-04,3.296813350554665158e-04,3.855133384977783573e-01,1.915157239468950889e-01,9.505218636610534427e-03,1.940161843874980974e-01
1.800000000000000000e+03,6.754916000000013475e-06,1.364930982416747872e-03,1.364930973448398805e-03,3.515885589019865278e-03,3.689419400599990451e-04,1.471772774174310043e-04,9.998232349200011481e-04,3.324665828061734501e-04,3.701127964508411639e-01,1.864346455079910758e-01,9.620459045968291281e-03,1.888654588949498780e-01
1.900000000000000000e+03,1.499760000000001036e-06,1.442750336047131550e-03,1.442750280586398105e-03,3.788089350793357596e-03,3.481057883000000666e-04,1.387615929392353308e-04,9.987872950400003558e-04,3.319518063110321365e-04,3.465481261028880433e-01,1.776127705697732040e-01,9.396733094272529882e-03,1.793006608803122126e-01
2.000000000000000000e+03,3.576120000000027922e-07,1.519663269168640158e-03,1.519663208509995818e-03,4.049506384684617086e-03,3.343999009199997703e-04,1.336251382174183952e-04,9.946195027400010769e-04,3.304958469905378048e-04,3.380799003562348082e-01,1.695273726100631762e-01,8.641581388722669246e-03,1.711429966342871145e-01
