time,bias,s_bias,mse,s_mse,eva,s_eva,va,s_va,rho_tau,r2,s_r2,rho2_trait
1.100000000000000000e+03,4.063976000000007353e-06,6.791806469321262901e-04,6.791806362808014159e-04,1.445793390468176794e-03,5.710744497800010868e-04,2.256598156017785672e-04,9.978255196799986140e-04,3.317922136035350036e-04,5.795957750687090737e-01,5.633083472241078304e-01,2.038224834195036250e-02,5.829121123510070390e-01
1.200000000000000000e+03,4.872351999999996274e-06,7.551145468847680290e-04,7.551145404200002888e-04,1.644533309289459818e-03,5.429658474199995860e-04,2.152486471723305875e-04,9.946208713999991295e-04,3.310488796232566853e-04,5.451325864005698296e-01,5.395409957892418618e-01,2.032687384618370521e-02,5.578326519671515937e-01
1.300000000000000000e+03,4.921159999999922022e-07,8.233223613215140792e-04,8.233223286307978428e-04,1.849023480563522989e-03,5.175460272400005330e-04,2.053654438472929812e-04,9.960166351000007603e-04,3.311876558237650714e-04,5.188213059313340203e-01,5.122883316285298250e-01,2.124975889839569171e-02,5.300135498858322691e-01
1.400000000000000000e+03,6.023415999999994305e-06,9.023112439661125448e-04,9.023112441552031500e-04,2.090485531257528853e-03,4.916466761599999407e-04,1.951662996260177983e-04,9.981052517400005892e-04,3.317269770471171098e-04,4.921949461294479189e-01,4.890600328628749716e-01,2.183441737388899101e-02,5.049574472178067763e-01
1.500000000000000000e+03,1.410386800000003191e-05,9.960433696598422915e-04,9.960435287372001317e-04,2.375627257593382335e-03,4.634074355200006414e-04,1.840138768398917526e-04,9.944435243999980543e-04,3.310109229038185976e-04,4.638408134575632835e-01,4.608997256948086929e-01,2.163413257557694064e-02,4.752480246809243081e-01
1.600000000000000000e+03,8.364120000000454873e-07,1.054482074222497104e-03,1.054482032742799389e-03,2.547473489918783245e-03,4.477365722799994414e-04,1.780914853645671001e-04,9.984689211200005552e-04,3.320802829652588144e-04,4.448390270672529789e-01,4.437345780862911870e-01,2.289349244661623151e-02,4.588874715275726990e-01
1.700000000000000000e+03,1.776812799999994929e-05,1.144168251594757275e-03,1.144168521534399963e-03,2.840529069448451821e-03,4.258274745999994244e-04,1.695442459758057926e-04,1.000911127840001334e-03,3.333715668105636577e-04,4.274274114178418515e-01,4.205900353766028887e-01,2.238571722016952092e-02,4.339009077018800009e-01
1.800000000000000000e+03,2.190727600000000726e-05,1.208658338501991236e-03,1.208658770084399502e-03,3.060913623478152962e-03,4.070812455599992019e-04,1.623887684350776045e-04,1.000329602479996553e-03,3.331123274141661915e-04,4.079363216069398224e-01,4.021418885292779577e-01,2.190355917088064250e-02,4.124064233462917395e-01
1.900000000000000000e+03,7.889552000000003571e-06,1.312900249134980315e-03,1.312900258864001289e-03,3.396716061930133042e-03,3.786667430399996421e-04,1.507023320232026410e-04,9.935781138799989164e-04,3.300220787615069928e-04,3.795420268936367525e-01,3.782965058088088584e-01,2.278722669130232512e-02,3.884575198140259866e-01
2.000000000000000000e+03,6.442559999999976819e-06,1.389713788957970021e-03,1.389713774875997888e-03,3.674033573139691249e-03,3.661098026799995491e-04,1.459321497990635460e-04,1.002538342399999930e-03,3.338292952082583969e-04,3.641699241346714189e-01,3.636530789601539748e-01,2.188679908113298420e-02,3.738050081884144449e-01
