time,bias,s_bias,mse,s_mse,eva,s_eva,va,s_va,rho_tau,r2,s_r2,rho2_trait
1.000000000000000000e+03,3.608529999999992622e-06,6.154644816010866213e-04,6.154644700039961459e-04,1.274224665956351279e-03,6.029946403800001469e-04,2.376630476559753755e-04,9.971789222200004923e-04,3.319155562644047737e-04,6.010912883623472647e-01,5.961431848196870886e-01,1.964039646886147142e-02,6.171922444736229751e-01
1.100000000000000000e+03,-4.053174799999992871e-06,6.970615004642137036e-04,6.970614890099796580e-04,1.500126653036275076e-03,5.710753678200010093e-04,2.256669264734971405e-04,9.978255196799986140e-04,3.317922136035350036e-04,5.727549362352959417e-01,5.644950106198493023e-01,2.037676055279350612e-02,5.841325468124863862e-01
1.200000000000000000e+03,-4.511043999999971238e-07,7.421157767810689435e-04,7.421157472999330949e-04,1.611449297031023516e-03,5.430747415799997172e-04,2.152937575017629761e-04,9.946208713999991295e-04,3.310488796232566853e-04,5.490674087151198313e-01,5.381999223766703588e-01,2.056004275266326911e-02,5.564037730459229225e-01
1.300000000000000000e+03,-9.796032000000047361e-07,8.264189048507007565e-04,8.264188727535671034e-04,1.874533829819685898e-03,5.174707190800007482e-04,2.053340689197303518e-04,9.960166351000007603e-04,3.311876558237650714e-04,5.171628733816201473e-01,5.127265510730582010e-01,2.070215307455565770e-02,5.303669703185814877e-01
1.400000000000000000e+03,8.748538399999994633e-06,9.201464115247221182e-04,9.201464512557898379e-04,2.166839428466512969e-03,4.916903873000000444e-04,1.951858321804911657e-04,9.981052517400005892e-04,3.317269770471171098e-04,4.922164980555036595e-01,4.860943060583498565e-01,2.186134167144858365e-02,5.019880804866274637e-01
1.500000000000000000e+03,1.519271800000002234e-05,9.875126456141266815e-04,9.875128369323010920e-04,2.358396670582886111e-03,4.632874526400005658e-04,1.839625082665507258e-04,9.944435243999980543e-04,3.310109229038185976e-04,4.633055351650812170e-01,4.618036400410432396e-01,2.261605901012629302e-02,4.765838888011793562e-01
1.600000000000000000e+03,1.069860399999998862e-05,1.057407238803880975e-03,1.057407310967719031e-03,2.585501801526900005e-03,4.477842149799993589e-04,1.781165729811010155e-04,9.984689211200005552e-04,3.320802829652588144e-04,4.492272633633556111e-01,4.423131085464885315e-01,2.264472150925282354e-02,4.574752582792016020e-01
1.700000000000000000e+03,1.759061079999998728e-05,1.141500719686852367e-03,1.141500983456411947e-03,2.844692030427507963e-03,4.259107758799993474e-04,1.695848852319823839e-04,1.000911127840001334e-03,3.333715668105636577e-04,4.274197308994616140e-01,4.212047076865914064e-01,2.226392011728688808e-02,4.341027233444593181e-01
1.800000000000000000e+03,1.499911639999997319e-05,1.196776767026525501e-03,1.196776944128947638e-03,2.988565631577547958e-03,4.072058259799993512e-04,1.624423313647917536e-04,1.000329602479996553e-03,3.331123274141661915e-04,4.083539136496233679e-01,4.047205866037186239e-01,2.222894117352127927e-02,4.157282899972616907e-01
1.900000000000000000e+03,3.395341599999996237e-06,1.304932594895335000e-03,1.304932554226375914e-03,3.373841207711931675e-03,3.787505731399995620e-04,1.507380305858225633e-04,9.935781138799989164e-04,3.300220787615069928e-04,3.777962976029267672e-01,3.796101163506098164e-01,2.235393929132755905e-02,3.898182703907506763e-01
2.000000000000000000e+03,7.198511199999977721e-06,1.392064279205853031e-03,1.392064275341845609e-03,3.644172265644463234e-03,3.660122898599995874e-04,1.458974804157651419e-04,1.002538342399999930e-03,3.338292952082583969e-04,3.630848987237008108e-01,3.630508861154924105e-01,2.207653533990116060e-02,3.733830037162924054e-01
