time,bias,s_bias,mse,s_mse,eva,s_eva,va,s_va,rho_tau,r2,s_r2,rho2_trait
0.000000000000000000e+00,2.698792000000012590e-07,1.030270519039342397e-05,1.030270485111999955e-05,1.109430055848923049e-05,9.880952216599996323e-04,3.320123034739026562e-04,9.976358003999973370e-04,3.320433035633497151e-04,9.896375514951257779e-01,9.897273704151084983e-01,5.075938870944109936e-05,1.010631342282469092e+00
1.000000000000000000e+02,5.445386000000001298e-06,6.090370855518764995e-05,6.090373577126800505e-05,6.792677781818545670e-05,9.389515581200009965e-04,3.286966158100486368e-04,9.974932564800005532e-04,3.318180553120787563e-04,9.431714469637592080e-01,9.372785110870076597e-01,1.349951215493692394e-03,9.606558825717395056e-01
2.000000000000000000e+02,2.904985799999999620e-05,1.209087715745051490e-04,1.209096106324041150e-04,1.585993987463341732e-04,8.843740265999987336e-04,3.191496171570394657e-04,9.918874881600003770e-04,3.295263264319625855e-04,8.920690886995941149e-01,8.853888707203720898e-01,3.596934475258277159e-03,9.097987768907324080e-01
3.000000000000000000e+02,6.658898919999990044e-05,1.895929330102785304e-04,1.895973595200438973e-04,2.837499682648293958e-04,8.457098689000015811e-04,3.127724660762287246e-04,1.003679080119998903e-03,3.342662848565232446e-04,8.427622188214678456e-01,8.355786434661531814e-01,6.450308461224863940e-03,8.599164713961011675e-01
4.000000000000000000e+02,1.068867644000001720e-04,2.588195963858562574e-04,2.588310108134763104e-04,4.139440973729263651e-04,7.822412884999993153e-04,2.939730026682049573e-04,9.934635375799993808e-04,3.301440195571273364e-04,7.951120402903085749e-01,7.796071499895756984e-01,1.000829178543708418e-02,8.043635562493564040e-01
5.000000000000000000e+02,1.675340612000001176e-04,3.694666408520712146e-04,3.694946937350677605e-04,6.952813930681722623e-04,7.325508783400003394e-04,2.777876734459888502e-04,9.935739821999999173e-04,3.306271153464953260e-04,7.359876190448507716e-01,7.285887825694752351e-01,1.281856303027339820e-02,7.521623116718199054e-01
6.000000000000000000e+02,2.414028572000002080e-04,4.900401348478180966e-04,4.900983905856769835e-04,1.009552456673208946e-03,6.738409818999995535e-04,2.559320142519696151e-04,9.926002757400008772e-04,3.291328381223868060e-04,6.789493230963824510e-01,6.711528782577039776e-01,1.643998497849462337e-02,6.925521879233368372e-01
7.000000000000000000e+02,3.313171863999996828e-04,6.312476187574595854e-04,6.313573645855589337e-04,1.403386531565937708e-03,6.229371022400009188e-04,2.375037808485052867e-04,1.000890168379996517e-03,3.332889720517047513e-04,6.267776398013353845e-01,6.156951920760614927e-01,1.886174860169311310e-02,6.342665944858213445e-01
8.000000000000000000e+02,4.307667000000004712e-04,7.956307763772022977e-04,7.958163045018001565e-04,1.891460888644455520e-03,5.711566395200000715e-04,2.170329590759957096e-04,9.991668891200019154e-04,3.324790584809744027e-04,5.725173564570009699e-01,5.674323219522650064e-01,2.066818176150515482e-02,5.848648167054549818e-01
9.000000000000000000e+02,5.477548135999980427e-04,9.947739486093935216e-04,9.950739441542575617e-04,2.547169952891836786e-03,5.157505213999996055e-04,1.948607687227101222e-04,9.960924871599983934e-04,3.310888589557303805e-04,5.190233624286018088e-01,5.121311897996775331e-01,2.160325982991457769e-02,5.280855608703323156e-01
1.000000000000000000e+03,6.672164279999994721e-04,1.196396002800259768e-03,1.196841132706212910e-03,3.193149263977242570e-03,4.620655951999998569e-04,1.733959887460716058e-04,9.938314695999992190e-04,3.294420430913716654e-04,4.648061152440142174e-01,4.624915845372890577e-01,2.258687746184711437e-02,4.757380836673684721e-01
1.100000000000000000e+03,6.670058492000012539e-04,1.273338716169838654e-03,1.273783562039157088e-03,3.415030594634832582e-03,4.458849715800002251e-04,1.697358215827682760e-04,9.988471716199994344e-04,3.318633081340159737e-04,4.435371935505657004e-01,4.432355858388407066e-01,2.231335868770025280e-02,4.551641230356082701e-01
1.200000000000000000e+03,6.787731299999998340e-04,1.370264168873104680e-03,1.370724847024547971e-03,3.740988103185364112e-03,4.202701941600001838e-04,1.618235990550999175e-04,9.962299217599987922e-04,3.314428667632179372e-04,4.247397937531669498e-01,4.183501589436506851e-01,2.184935131535046052e-02,4.300554267177593704e-01
