time,bias,s_bias,mse,s_mse,eva,s_eva,va,s_va,rho_tau,r2,s_r2,rho2_trait
1.000000000000000000e+03,8.170203360000015381e-05,7.499700555912420900e-04,7.499767008147343325e-04,1.611319315846301533e-03,5.431373175399998969e-04,2.152113282505381975e-04,9.996715664200002491e-04,3.320725907453553447e-04,5.457027566905594540e-01,5.338768962473625646e-01,2.142531921082366578e-02,5.529818416945726511e-01
1.100000000000000000e+03,7.246475760000009808e-05,8.315886196914399481e-04,8.315938375689892539e-04,1.844465307093299568e-03,5.186257949400010754e-04,2.062761320181242446e-04,1.000790361240000903e-03,3.327888501533631123e-04,5.164659481590233581e-01,5.112637189740748545e-01,2.213252482012120423e-02,5.282884993487343417e-01
1.200000000000000000e+03,7.097941119999989844e-05,8.964634057321621812e-04,8.964684079504403385e-04,2.045052525507112980e-03,4.895238155199997925e-04,1.949908897541367705e-04,9.916689794599983700e-04,3.302256093488150214e-04,4.931607291569540252e-01,4.891180108031301099e-01,2.166846380014071996e-02,5.046943853660746937e-01
1.300000000000000000e+03,6.619283759999987642e-05,9.905406837078520928e-04,9.905450255779742110e-04,2.350517760559322437e-03,4.666808294999989326e-04,1.857297191793341241e-04,9.980082279800004275e-04,3.316358229492160346e-04,4.668895275171787707e-01,4.637323775350478128e-01,2.232857640855047399e-02,4.790116317929694612e-01
1.400000000000000000e+03,7.119462679999997458e-05,1.055806175906774018e-03,1.055811202349412215e-03,2.531372739052837641e-03,4.421690375399999319e-04,1.757553722535935511e-04,9.973954658399999170e-04,3.314707145277578666e-04,4.411940241330969403e-01,4.388685856117121586e-01,2.351563257153783601e-02,4.534842344776325862e-01
1.500000000000000000e+03,7.331847319999988699e-05,1.148878625760592744e-03,1.148883955403960221e-03,2.812995234304757012e-03,4.202799647200008439e-04,1.673307341426070159e-04,9.990323000400023502e-04,3.323602861829862403e-04,4.169657310545281659e-01,4.167529965074284193e-01,2.343761599901110146e-02,4.299008973867882721e-01
1.600000000000000000e+03,5.956196680000011161e-05,1.213002955667960483e-03,1.213006454775731593e-03,3.017910248337949113e-03,3.995705043400003429e-04,1.590708119006538108e-04,9.958645722200000668e-04,3.305268658816378066e-04,4.017849757602302008e-01,3.979013318453769044e-01,2.305389466621803746e-02,4.103994185947820728e-01
1.700000000000000000e+03,7.651967280000000152e-05,1.290641006185195292e-03,1.290646809819880536e-03,3.311812892027323884e-03,3.845308266200001576e-04,1.534366735902816827e-04,9.982074812200014344e-04,3.323273307994840963e-04,3.816712438620825654e-01,3.825040760527771977e-01,2.228276483837986904e-02,3.937674528456523992e-01
1.800000000000000000e+03,8.766986319999987224e-05,1.401575874795729301e-03,1.401583504737607911e-03,3.665384606967017709e-03,3.638921815600003155e-04,1.449278696570308403e-04,1.002407857960000001e-03,3.334182208621985235e-04,3.650012922447866126e-01,3.580788519700073280e-01,2.196444458694006563e-02,3.687278527501686165e-01
1.900000000000000000e+03,7.568625760000006716e-05,1.453650713601663562e-03,1.453656383865224765e-03,3.837165640922485244e-03,3.451365066199994888e-04,1.379161539406590200e-04,9.940909432600026491e-04,3.303827583090955251e-04,3.491053748205725227e-01,3.456312827583957747e-01,2.217592353182897338e-02,3.553079281969114822e-01
2.000000000000000000e+03,8.073074560000020547e-05,1.545622713456543161e-03,1.545629169084919863e-03,4.131909650628639089e-03,3.332339830599994517e-04,1.329897548438218583e-04,1.004649556379999184e-03,3.345486434963989035e-04,3.316783472587185311e-01,3.308675772187530950e-01,2.046322974684159496e-02,3.376379079025932928e-01
